,place,category,location
473,후야쿠시,이자카야,부산광역시 사상구 주례동
474,키쉬미뇽,카페|디저트,서울특별시 마포구 서교동
475,땡스디저트,카페|디저트,경기도 부천시 심곡동
476,모살물2호점,한식,제주특별자치도 제주시 연동
477,FIND ME,카페|디저트,경상남도 김해시 삼계동
478,제주광해 애월,향토음식,제주특별자치도 제주시 애월읍
479,온홀리데이,브런치,경기도 안산시 단원구
480,제츠커피,카페|디저트,부산광역시 연제구 연산동
481,셰프스위트,스파게티|파스타전문,경기도 수원시 팔달구
482,신사랑318,주꾸미요리,서울특별시 서초구 잠원동
483,어썸,패밀리레스토랑,경기도 하남시 망월동
484,제주고로,퓨전음식,제주특별자치도 서귀포시 대정읍
485,쌍떼,스파게티|파스타전문,전라북도 군산시 영화동
486,마왕소곱창,한식,경기도 수원시 장안구
487,베이커리카페 리코,베이커리,경기도 의왕시 초평동
488,판포리아,돈가스,제주특별자치도 제주시 한경면
489,동경,요리주점,서울특별시 영등포구 여의도동
490,베이스이즈나이스,한식,서울특별시 마포구 도화동
491,샌드위듀,샌드위치,대구광역시 수성구 황금동
492,미미면가,일식당,서울특별시 강남구 신사동
493,더백푸드트럭,햄버거,서울특별시 용산구 후암동
494,보스턴커피,카페|디저트,대구광역시 동구 검사동
495,카페512,카페|디저트,경기도 광주시 남한산성면
496,훼미리부대찌개 김포장기점,찌개|전골,경기도 김포시 장기동
497,매화쌈밥 롯데잠실점,쌈밥,서울특별시 송파구 잠실동
498,꽃돌게장1번가,한식,전라남도 여수시 봉산동
499,인디언키친,인도음식,제주특별자치도 제주시 애월읍
500,농가옛날통닭 구래점,치킨|닭강정,경기도 김포시 구래동
501,연천회관,브런치,경기도 연천군 연천읍
502,노맨틱,카페|디저트,서울특별시 용산구 후암동
503,성산흑돼지 왕성참숯구이,돼지고기구이,제주특별자치도 서귀포시 성산읍
504,게이트나인 무역센터점,게이트나인,서울특별시 강남구 삼성동
505,우연히설렘,카페|디저트,경기도 파주시 송촌동
506,안녕베트남,베트남음식,서울특별시 관악구 봉천동
507,더엑스엑스커피,테이크아웃커피,충청남도 천안시 동남구
508,사마,카레,경상남도 진주시 가좌동
509,미에뜨,이탈리아음식,서울특별시 강남구 도곡동
510,선인장식당,양식,부산광역시 영도구 청학동
511,싱글벙글 막창 전문점,곱창|막창|양,대구광역시 북구 복현동
512,순식당,한식,서울특별시 용산구 동자동
513,월하별장,양식,전라북도 전주시 완산구
514,이응이응이응이응,양식,서울특별시 마포구 상수동
515,초대창 제주일도점,곱창|막창|양,제주특별자치도 제주시 일도이동
516,칼국수집에돈까스,칼국수|만두,충청남도 천안시 서북구
517,자오준,중식당,부산광역시 수영구 남천동
518,엔로제,카페,경기도 양평군 서종면
519,술술술돈까스,돈가스,인천광역시 강화군 강화읍
520,올리앤,이탈리아음식,경상북도 경주시 충효동
521,소미돈까스 수영점,돈가스,부산광역시 수영구 민락동
522,하와이조개,조개요리,서울특별시 관악구 신림동
523,스시영,일식당,대구광역시 북구 산격3동
524,달마당,한식,경기도 하남시 신장동
525,카페 차룽,카페|디저트,전라남도 순천시 해룡면
526,꾸으니,케이크전문,인천광역시 남동구 구월동
527,버거애,햄버거,충청남도 천안시 서북구
528,파도,카페|디저트,서울특별시 마포구 서교동
529,홈치킨 DBB,햄버거,경기도 안산시 단원구
530,서부커피로스터스,카페|디저트,경상남도 김해시 봉황동
531,보리보리,한식,전라북도 전주시 완산구
532,겟201 침산점,패밀리레스토랑,대구광역시 북구 칠성동2가
533,완벽한인생,독일음식,경상남도 남해군 삼동면
534,두꺼비식당 현대시티아울렛동대문점,육류|고기요리,서울특별시 중구 을지로6가
535,풀베개,카페|디저트,제주특별자치도 서귀포시 안덕면
536,바닐라스위트,카페|디저트,서울특별시 마포구 노고산동
537,돈가스175,돈가스,대구광역시 달서구 이곡동
538,어반멜로우,카페|디저트,대전광역시 서구 도마동
539,장기선마카페,카페,경기도 연천군 군남면
540,대성한우곱창,곱창|막창|양,서울특별시 영등포구 당산동3가
541,최고당돈가스 화성남양점,돈가스,경기도 화성시 남양읍
542,만날,카페|디저트,경상남도 통영시 도천동
543,1978,이탈리아음식,경기도 의정부시 의정부동
544,원조신포닭강정,치킨|닭강정,인천광역시 중구 신포동
545,스시엔,일식당,서울특별시 송파구 문정동
546,씨리얼,브런치,제주특별자치도 제주시 한림읍
547,아트리,카페|디저트,경상남도 양산시 물금읍
548,루나틱커피 동교동점,카페,서울특별시 마포구 동교동
549,오스떼리아 랑게,스파게티|파스타전문,서울특별시 강남구 논현동
550,송어회랑 능이삼계탕,생선회,강원도 원주시 소초면
551,피자상회,피자,경기도 의정부시 호원동
552,빠레뜨한남 가로수길점,양식,서울특별시 강남구 신사동
553,남도분식 본점,남도분식,서울특별시 종로구 계동
554,국보족발,족발|보쌈,경기도 하남시 풍산동
555,친츠,아시아음식,광주광역시 서구 마륵동
556,장원막국수,막국수,충청남도 부여군 부여읍
557,또또랜드,카페|디저트,경기도 수원시 팔달구
558,초록달 과자점,카페|디저트,제주특별자치도 제주시 애월읍
559,소정식당,한식,서울특별시 송파구 가락동
560,강민주의들밥,한식,경기도 이천시 마장면
561,라피자,피자,충청북도 청주시 상당구
562,카린지,일식당,서울특별시 성동구 성수동1가
563,뜨돈 진주점,일식당,경상남도 진주시 충무공동
564,옹헤야불백,한식,부산광역시 부산진구 전포동
565,봉주르소몽,샌드위치,대구광역시 수성구 범어동
566,와이 사이드 매자,카페|디저트,강원도 속초시 동명동
567,황리단길 아니마,양식,경상북도 경주시 황남동
568,홍오낙짬뽕,중식당,서울특별시 양천구 목2동
569,미월당 논현점,종합분식,서울특별시 강남구 논현동
570,포항생아구 해물찜,아귀찜|해물찜,경상북도 포항시 남구
571,cafe.sniff,케이크전문,대구광역시 수성구 범어동
572,진짜파스타 2호점,스파게티|파스타전문,서울특별시 마포구 상수동
573,강동수 초밥,초밥|롤,서울특별시 성북구 정릉동
574,부타이,일식당,서울특별시 강남구 대치동
575,밀애,떡볶이,경상북도 경주시 황남동
576,카페아워데이즈,케이크전문,경기도 김포시 구래동
577,파인에이플러스,양식,경상남도 거제시 둔덕면
578,프라우송,베이커리,대구광역시 달서구 월성동
579,미쵸양대창곱창,곱창|막창|양,서울특별시 송파구 잠실동
580,아름다운여행,양식,충청남도 아산시 음봉면
581,스시생선가게,초밥|롤,경기도 성남시 분당구
582,배부자꼽창,곱창|막창|양,인천광역시 계양구 작전동
583,영남냉면밀면,냉면,부산광역시 서구 동대신동2가
584,햇살촌 한우마을,소고기구이,서울특별시 강남구 역삼동
585,기대이상의만족,족발|보쌈,경기도 부천시 원미동
586,고옥,일식당,부산광역시 수영구 남천동
587,라멘루트,일본식라면,경기도 평택시 용이동
588,카페베르데,카페|디저트,부산광역시 강서구 명지동
589,페어링룸,이탈리아음식,서울특별시 강남구 청담동
590,사쿠텐,덮밥,인천광역시 연수구 송도동
591,희소식,퓨전음식,대구광역시 중구 삼덕동3가
592,오라,스파게티|파스타전문,경기도 의정부시 민락동
593,민쿡곱창부대찌개 화정본점,찌개|전골,경기도 고양시 덕양구
594,작은술집시즈,요리주점,광주광역시 광산구 신가동
595,도리도리,닭요리,대구광역시 달서구 두류동
596,본디소,퓨전음식,광주광역시 남구 양림동
597,이을감자탕 대명점,감자탕,대구광역시 남구 대명동
598,상무초밥 강남역점,초밥|롤,서울특별시 강남구 논현동
599,빨강머리이모닭갈비,닭갈비,강원도 춘천시 조양동
600,살살솔트앤샐러드,다이어트|샐러드,서울특별시 성북구 성북동
601,리가든 목포하당점,돼지고기구이,전라남도 목포시 상동
602,청주한씨,한식,서울특별시 성동구 성수동2가
603,매하,이자카야,서울특별시 은평구 불광동
604,백년불고기물갈비 수원점,육류|고기요리,경기도 수원시 팔달구
605,조가네족발왕,족발|보쌈,서울특별시 동작구 사당동
606,카페폰더,카페|디저트,경기도 김포시 구래동
607,치히로식당,초밥|롤,부산광역시 부산진구 전포동
608,뻘다방,카페|디저트,인천광역시 옹진군 영흥면
609,잇미,이탈리아음식,대전광역시 서구 관저동
610,바스버거 을지로점,햄버거,서울특별시 중구 을지로3가
611,낭쿰낭쿰,한식,제주특별자치도 서귀포시 서귀동
612,용라멘,일본식라면,경기도 김포시 구래동
613,제주기와,카페|디저트,제주특별자치도 제주시 애월읍
614,쉐프쿠스토,이탈리아음식,서울특별시 강북구 번동
615,덕수네가리비 1호점,조개요리,충청남도 서산시 대산읍
616,오르바,카페,제주특별자치도 서귀포시 보목동
617,로타리식당,기사식당,전라남도 여수시 서교동
618,새빌,카페|디저트,제주특별자치도 제주시 애월읍
619,세광양대창 영등포점,곱창|막창|양,서울특별시 영등포구 영등포동3가
620,C27 다운타운,카페,인천광역시 중구 덕교동
621,향교밀밭,카페|디저트,경상남도 김해시 동상동
622,골목순대국,순대|순댓국,인천광역시 강화군 강화읍
623,Gallery Cafe Foto &amp; Lounge,갤러리카페,경기도 안양시 동안구
624,본가찌개마을 2호점,찌개|전골,서울특별시 금천구 가산동
625,행복한국수집,국수,서울특별시 관악구 신림동
626,오늘의초밥,초밥|롤,경기도 수원시 영통구
627,하즈벤 수원AK식품관,일식당,경기도 수원시 팔달구
628,암사구르메,이자카야,서울특별시 강동구 암사동
629,마르셀 연남,와인,서울특별시 마포구 연남동
630,복자씨연탄구이,돼지고기구이,제주특별자치도 서귀포시 성산읍
631,고산스시,일식당,충청북도 청주시 흥덕구
632,카페라이,카페|디저트,서울특별시 영등포구 신길동
633,제주제빵소,베이커리,경기도 광주시 오포읍
634,부드럽소 강남역점,소고기구이,서울특별시 서초구 서초동
635,이음 티하우스,차,서울특별시 종로구 부암동
636,숲속쉼표,카페|디저트,경기도 안산시 상록구
637,가토,카페|디저트,광주광역시 남구 양림동
638,이리초밥,초밥|롤,경기도 이천시 대월면
639,신정만국밥,국밥,광주광역시 서구 풍암동
640,구카페,카페,전라북도 전주시 완산구
